"Notes"	"County of Residence"	"County of Residence Code"	"Mother's Single Race 6"	"Mother's Single Race 6 Code"	"Mother's Hispanic Origin"	"Mother's Hispanic Origin Code"	"Mother's Weight Gain Recode"	"Mother's Weight Gain Recode Code"	Births
	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	41
	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	73
	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	76
	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	35
	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	24
	"Westchester County, NY"	"36119"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	15
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	39
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	100
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	110
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	67
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	24
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	20
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	75
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	130
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	82
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	41
	"Westchester County, NY"	"36119"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	14
	"Unidentified Counties, NY"	"36999"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Asian"	"A"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Asian"	"A"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Black or African American"	"2054-5"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	16
	"Unidentified Counties, NY"	"36999"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	18
	"Unidentified Counties, NY"	"36999"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	18
	"Unidentified Counties, NY"	"36999"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	10
	"Unidentified Counties, NY"	"36999"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	Suppressed
	"Unidentified Counties, NY"	"36999"	"Black or African American"	"2054-5"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	Suppressed
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Less than 11 pounds"	"1"	19
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"11 to 20 pounds"	"2"	23
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"21 to 30 pounds"	"3"	25
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"31 to 40 pounds"	"4"	15
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"41 to 98 pounds"	"5"	12
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"Hispanic or Latino"	"2135-2"	"Unknown or Not Stated"	"9"	Suppressed
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Less than 11 pounds"	"1"	288
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"11 to 20 pounds"	"2"	421
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"21 to 30 pounds"	"3"	469
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"31 to 40 pounds"	"4"	259
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"41 to 98 pounds"	"5"	150
	"Unidentified Counties, NY"	"36999"	"White"	"2106-3"	"Not Hispanic or Latino"	"2186-5"	"Unknown or Not Stated"	"9"	83
"---"
"Dataset: Natality, 2016-2021 expanded"
"Query Parameters:"
"Infant Birth Weight 12: 500 - 999 grams; 1000 - 1499 grams; 1500 - 1999 grams; 2000 - 2499 grams"
"Mother's Hispanic Origin: Hispanic or Latino; Not Hispanic or Latino"
"Mother's Single Race 6: Asian; Black or African American; White"
"OE Gestational Age Recode 11: 37-38 weeks; 39 weeks; 40 weeks"
"Plurality: Single"
"States: New York (36)"
"Group By: County of Residence; Mother's Single Race 6; Mother's Hispanic Origin; Mother's Weight Gain Recode"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality-expanded.html for more information."
"---"
"Query Date: Apr 6, 2023 9:18:27 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2021, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Apr 6, 2023 9:18:27 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/Natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"4. Bronx, New York (FIPS code 36005) represents Bronx Borough, New York City."
"5. Kings County, New York (FIPS code 36047) represents Brooklyn Borough, New York City."
"6. New York County, New York (FIPS code 36061) represents Manhattan Borough, New York City."
"7. Queens, New York (FIPS code 36081) represents Queens Borough, New York City."
"8. Richmond County, New York (FIPS code 36085) represents Staten Island Borough, New York City."
